This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"UT-BE-6","THATCHER 1.7",-112.2675,41.6947,1308,"COCORAHS","121871"
"SC-AN-20","POWDERSVILLE",-82.4889,34.7752,300,"COCORAHS","121966"
"MI-GG-4","WATERSMEET 5",-89.1317,46.2033,518,"COCORAHS","121968"
"LA-JF-5","RIVER RIDGE",-90.2178,29.9689,2,"COCORAHS","121970"
"TX-TN-61","MANSFIELD 2.",-97.1010,32.6021,185,"COCORAHS","121984"
"NY-MR-23","ROCHESTER 5.",-77.7031,43.2036,131,"COCORAHS","121990"
"OH-AT-6","ALBANY 4.1 N",-82.2430,39.2728,263,"COCORAHS","122008"
"FL-HY-3","LA BELLE 2.3",-81.4748,26.7639,5,"COCORAHS","122042"
"MS-NS-2","PHILADELPHIA",-89.1696,32.7339,154,"COCORAHS","122045"
"IN-WR-4","ATTICA 4.2 N",-87.2864,40.3401,203,"COCORAHS","122046"
"TX-MDN-3","HONDO 8.7 E",-99.0171,29.3564,312,"COCORAHS","122056"
"TX-GD-16","BEEVILLE 12.",-97.7006,28.5825,102,"COCORAHS","122137"
"KS-HM-18","SYRACUSE 15.",-101.9092,37.7966,1039,"COCORAHS","122143"
"TX-GA-5","VAN ALSTYNE",-96.5700,33.4204,241,"COCORAHS","122151"
"PA-CW-2","MEADVILLE 6.",-80.2409,41.7135,398,"COCORAHS","122159"
"NC-HN-14","HENDERSONVIL",-82.5309,35.2800,696,"COCORAHS","122176"
"MO-CW-9","NEW BLOOMFIE",-92.1843,38.7321,181,"COCORAHS","122198"
"CO-GN-41","GUNNISON 0.8",-106.9238,38.5402,2345,"COCORAHS","122253"
"TX-TN-62","NORTH RICHLA",-97.1938,32.8768,196,"COCORAHS","122270"
"IN-MT-3","SHOALS 4.0 E",-86.7185,38.6607,227,"COCORAHS","122285"
"CO-GF-49","CARBONDALE 4",-107.1839,39.4582,1988,"COCORAHS","122298"
"GA-HS-5","BONAIRE 3.0",-83.6481,32.5448,116,"COCORAHS","122332"
"NH-ST-14","DOVER 2.5 N",-70.8927,43.2258,61,"COCORAHS","122561"
"NY-WN-10","WALWORTH 1.7",-77.2990,43.1250,158,"COCORAHS","122570"
"CO-LP-48","IGNACIO 6.9",-107.7204,37.1896,2053,"COCORAHS","122599"
"TX-LK-24","RANSOM CANYO",-101.6754,33.5311,949,"COCORAHS","122622"
"TX-VZ-2","CANTON 4.6 S",-95.8928,32.4863,194,"COCORAHS","122629"
"NH-CR-11","NORTH CONWAY",-71.1401,44.0356,156,"COCORAHS","122720"
"NY-AL-2","WEST ALMOND",-77.9420,42.2706,556,"COCORAHS","122745"
"AL-MG-17","PRICEVILLE 1",-86.9146,34.5148,250,"COCORAHS","122834"
"NJ-WR-7","LIBERTY TWP",-74.9494,40.8522,288,"COCORAHS","122836"
"TX-BEL-9","BELTON 5.4 N",-97.5284,31.1231,230,"COCORAHS","122843"
"VA-WM-1","MONTROSS 5.2",-76.7303,38.0771,11,"COCORAHS","122902"
"IL-DP-78","NAPERVILLE 2",-88.1162,41.7418,216,"COCORAHS","122907"
"ME-YK-2","KITTERY POIN",-70.7138,43.0810,7,"COCORAHS","123028"
"NY-ER-57","KENMORE 0.8",-78.8817,42.9735,185,"COCORAHS","123079"
"CA-SD-10","ESCONDIDO 2.",-117.0482,33.1055,210,"COCORAHS","123090"
"ME-CM-15","FREEPORT 2.6",-70.1507,43.8668,39,"COCORAHS","123145"
"CO-EP-188","COLORADO SPR",-104.7612,38.8611,1927,"COCORAHS","123148"
"FL-SS-34","NORTH PORT 2",-82.1527,27.0545,6,"COCORAHS","123249"
"NJ-MS-35","DENVILLE TWP",-74.4893,40.9008,157,"COCORAHS","123269"
"NH-MR-15","DUNBARTON 0.",-71.6171,43.1070,247,"COCORAHS","123287"
"WA-CW-2","YACOLT 9.0 N",-122.3988,45.9967,140,"COCORAHS","123313"
"WY-CK-18","BEULAH 6.1 S",-104.1721,44.4792,1307,"COCORAHS","123343"
"PA-CH-11","UNIONVILLE 2",-75.7032,39.9150,101,"COCORAHS","123387"
"OH-SN-3","TIFFIN 5.2 S",-83.1127,41.0589,254,"COCORAHS","123429"
"AZ-MR-10","MESA 0.6 NNW",-111.7432,33.4267,401,"COCORAHS","123431"
"VT-WS-7","MIDDLESEX 3.",-72.6265,44.3180,405,"COCORAHS","123432"
"NH-BK-12","CENTER HARBO",-71.5267,43.6758,234,"COCORAHS","123440"
"AZ-PM-5","TUCSON 5.0 N",-110.9331,32.2599,732,"COCORAHS","123446"
"NC-HN-15","HENDERSONVIL",-82.3103,35.3857,846,"COCORAHS","123450"
"AZ-PM-14","TUCSON 1.5 N",-110.8825,32.2168,784,"COCORAHS","123459"
"CO-PU-65","PUEBLO WEST",-104.7440,38.3042,1561,"COCORAHS","123561"
"CA-SB-1","GOLETA 3.7 W",-119.8961,34.4397,48,"COCORAHS","123562"
"AZ-PM-66","ORO VALLEY 2",-110.9802,32.3985,774,"COCORAHS","123567"
"AZ-PM-72","TUCSON 8.3 N",-110.7845,32.2754,809,"COCORAHS","123671"
"NC-HK-3","RAEFORD 9.6",-79.0558,34.9592,63,"COCORAHS","123700"
"PA-PH-6","WYNDMOOR 3.0",-75.2222,40.0455,59,"COCORAHS","123701"
"TX-TY-7","ABILENE 3.3",-99.7758,32.4180,534,"COCORAHS","123721"
"AZ-MR-82","PHOENIX 9.2",-112.0132,33.5720,448,"COCORAHS","123764"
"NV-CK-29","HENDERSON 4.",-114.9397,36.0802,514,"COCORAHS","123784"
"LA-CC-6","SULPHUR 2.2",-93.3205,30.2339,5,"COCORAHS","123797"
"ME-WL-3","BELMONT 2.7",-69.1425,44.3835,129,"COCORAHS","123812"
"ME-KB-6","WINSLOW 1.2",-69.6029,44.5358,42,"COCORAHS","123842"
"NJ-HN-19","LEBANON 3.2",-74.8710,40.6064,84,"COCORAHS","123857"
"AZ-PM-87","TUCSON 8.9 E",-110.7691,32.2009,880,"COCORAHS","123875"
"VA-PG-1","SHENANDOAH 1",-78.6240,38.5070,292,"COCORAHS","123877"
"PA-LH-1","SLATINGTON 6",-75.7089,40.7082,200,"COCORAHS","124088"
"TX-GD-17","GOLIAD 0.1 S",-97.3918,28.6677,53,"COCORAHS","124124"
"AL-JF-39","VESTAVIA HIL",-86.7558,33.4349,232,"COCORAHS","124137"
"AZ-MR-197","CHANDLER 3.8",-111.8461,33.3552,368,"COCORAHS","124138"
"TX-AG-1","LUFKIN 7.0 W",-94.8445,31.3213,91,"COCORAHS","124158"
"GA-PC-7","NELSON 6.6 N",-84.2923,34.4506,487,"COCORAHS","124237"
"IN-MR-63","INDIANAPOLIS",-86.2417,39.7169,216,"COCORAHS","124238"
"TX-BEL-10","SALADO 1.5 S",-97.5240,30.9294,205,"COCORAHS","124286"
"AZ-NV-7","PINETOP-LAKE",-109.9003,34.1109,2193,"COCORAHS","124296"
"AZ-MH-3","GOLDEN VALLE",-114.2719,35.2328,861,"COCORAHS","124373"
"CO-LR-863","FORT COLLINS",-105.0872,40.5633,1523,"COCORAHS","124375"
"NH-CR-15","JACKSON 3.7",-71.2260,44.1907,355,"COCORAHS","124376"
"AZ-MR-232","SCOTTSDALE 1",-111.8470,33.7540,818,"COCORAHS","124387"
"KS-FO-23","DODGE CITY 1",-100.0170,37.5750,790,"COCORAHS","124492"
"TX-BRT-25","SPICEWOOD 2.",-98.1546,30.4497,288,"COCORAHS","124538"
"TX-CLR-3","GARWOOD 0.7",-96.4049,29.4560,49,"COCORAHS","124578"
"CO-JF-332","LITTLETON 5.",-105.0963,39.5403,1693,"COCORAHS","124581"
"TX-FY-33","FAYETTEVILLE",-96.6866,29.8965,128,"COCORAHS","124646"
"CA-HM-26","BRIDGEVILLE",-123.7013,40.4734,815,"COCORAHS","124724"
"AZ-MR-245","GOODYEAR 2.9",-112.4004,33.4349,297,"COCORAHS","124768"
"FL-BK-6","GLEN ST. MAR",-82.1624,30.2985,36,"COCORAHS","124769"
"AZ-MR-246","TEMPE 6.7 SS",-111.9573,33.3255,365,"COCORAHS","124787"
"NY-OD-19","NEW HARTFORD",-75.2899,43.0618,212,"COCORAHS","124791"
"FL-MD-26","MIAMI LAKES",-80.3165,25.9136,1,"COCORAHS","124797"
"AZ-YV-1","PRESCOTT VAL",-112.3043,34.6016,1523,"COCORAHS","124873"
"CO-PK-88","LAKE GEORGE",-105.3550,38.9693,2463,"COCORAHS","124878"
"MO-PU-14","FORT LEONARD",-92.0833,37.6535,256,"COCORAHS","124930"
"TX-LS-5","COTULLA 1.6",-99.2184,28.4534,143,"COCORAHS","124931"
"WA-BT-10","PROSSER 0.4",-119.7616,46.2009,235,"COCORAHS","124959"
"NC-BC-28","ASHEVILLE 4.",-82.4800,35.5500,697,"COCORAHS","124998"
"AZ-PM-106","TUCSON 7.2 N",-110.9961,32.3025,700,"COCORAHS","125021"
"SC-LR-8","GRAY COURT 3",-82.1641,34.5862,220,"COCORAHS","125087"
"CA-MT-20","CASTROVILLE",-121.7269,36.7770,5,"COCORAHS","125099"
"CA-SC-32","SAN JOSE 6.2",-121.9608,37.3185,42,"COCORAHS","125105"
"AZ-YV-18","COTTONWOOD 1",-112.0238,34.7231,1068,"COCORAHS","125119"
"OK-PN-6","ADA 0.3 NNW",-96.6629,34.7803,313,"COCORAHS","125146"
"GA-CK-17","ATHENS 3.2 N",-83.4378,33.9841,229,"COCORAHS","125161"
"CO-BO-282","BOULDER 4.4",-105.2362,39.9646,1658,"COCORAHS","125174"
"WA-SN-58","MILL CREEK 1",-122.1761,47.8756,137,"COCORAHS","125202"
"GA-CW-9","NEWNAN 2.6 W",-84.8338,33.3840,266,"COCORAHS","125211"
"GA-OG-7","LEXINGTON 5.",-83.0659,33.9404,220,"COCORAHS","125216"
"PA-CH-14","NOTTINGHAM 1",-76.0454,39.7424,131,"COCORAHS","125245"
"IN-LP-45","LA PORTE 2.3",-86.6756,41.5919,237,"COCORAHS","125246"
"IN-LK-46","ST. JOHN 0.2",-87.4802,41.4463,213,"COCORAHS","125279"
"CO-LR-868","GLEN HAVEN 1",-105.4275,40.4666,2165,"COCORAHS","125316"
"MS-NW-5","UNION 1.6 W",-89.1432,32.5706,173,"COCORAHS","125323"
"AL-EL-22","WETUMPKA 5.4",-86.2877,32.5741,59,"COCORAHS","125347"
"ME-AN-11","LISBON FALLS",-70.0596,44.0068,47,"COCORAHS","125378"
"ME-AN-12","AUBURN 2.5 N",-70.2272,44.1161,73,"COCORAHS","125409"
"CO-DG-152","HIGHLANDS RA",-105.0060,39.5256,1745,"COCORAHS","125547"
"MN-SC-2","PRIOR LAKE 2",-93.4636,44.7125,293,"COCORAHS","125551"
"ME-SM-3","PALMYRA 3.5",-69.4195,44.8718,119,"COCORAHS","125622"
"IN-PT-92","HEBRON 1.2 N",-87.2155,41.3322,213,"COCORAHS","125641"
"ME-SM-4","SOLON 3.9 ES",-69.7779,44.9470,251,"COCORAHS","125726"
"SC-GT-4","GEORGETOWN 6",-79.2928,33.2759,4,"COCORAHS","125741"
"AZ-PN-35","APACHE JUNCT",-111.4928,33.3916,524,"COCORAHS","127308"
"AZ-MR-260","MESA 4.3 SW",-111.8622,33.3680,367,"COCORAHS","127317"
"AZ-MR-264","SCOTTSDALE 1",-111.9872,33.6468,454,"COCORAHS","127416"
"NV-CC-9","CARSON CITY",-119.7416,39.1279,1464,"COCORAHS","127450"
"IN-PT-110","CHESTERTON 1",-87.0340,41.6120,194,"COCORAHS","127463"
"IL-MP-10","MOUNT OLIVE",-89.7281,39.0664,207,"COCORAHS","127471"
"NC-YN-7","BALD CREEK 1",-82.4388,35.9232,863,"COCORAHS","127535"
"CA-CC-18","WALNUT CREEK",-122.0285,37.8846,84,"COCORAHS","127541"
"CA-LA-14","CANYON COUNT",-118.4275,34.4268,493,"COCORAHS","127571"
"NC-CK-7","MURPHY 15.5",-84.2961,35.1404,503,"COCORAHS","127620"
"MT-YS-14","BILLINGS 4.5",-108.4440,45.8323,964,"COCORAHS","127635"
"VT-CL-14","LYNDONVILLE",-72.0287,44.5358,309,"COCORAHS","127646"
"CA-SZ-21","BOULDER CREE",-122.1641,37.1693,267,"COCORAHS","127698"
"FL-OB-2","OKEECHOBEE 2",-81.0456,27.5847,18,"COCORAHS","127715"
"PA-VN-7","COOPERSTOWN",-79.8497,41.5007,409,"COCORAHS","127721"
"AZ-CH-17","SIERRA VISTA",-110.2776,31.5490,1392,"COCORAHS","127745"
"GA-LP-3","DAHLONEGA 2.",-84.0189,34.5087,433,"COCORAHS","127764"
"NM-SN-38","CORRALES 1.1",-106.6106,35.2204,1527,"COCORAHS","127781"
"CA-OR-21","ANAHEIM 4.9",-117.7918,33.8632,91,"COCORAHS","127810"
"WY-LM-102","CHEYENNE 31.",-104.8339,41.5929,1730,"COCORAHS","127877"
"CA-ED-10","PLACERVILLE",-120.7846,38.7392,621,"COCORAHS","127882"
"NJ-CD-1","UPPER DEERFI",-75.2383,39.4755,22,"COCORAHS","127902"
"WI-WK-22","PEWAUKEE 3.8",-88.3191,43.0591,269,"COCORAHS","127917"
"NM-DA-195","LAS CRUCES 5",-106.7643,32.2582,1180,"COCORAHS","127964"
"AZ-CH-22","WHETSTONE 2.",-110.3806,31.6867,1374,"COCORAHS","127976"
"AZ-PM-135","TUCSON 7.3 W",-111.0296,32.2709,703,"COCORAHS","127982"
"NV-CK-34","HENDERSON 2.",-114.9734,36.0065,684,"COCORAHS","127994"
"TX-AD-2","ANDREWS 26.7",-102.8796,32.0533,974,"COCORAHS","128000"
"AZ-PM-138","ORO VALLEY 4",-110.9895,32.4560,905,"COCORAHS","128054"
"NV-WH-19","RENO 9.0 W",-119.9935,39.5184,1494,"COCORAHS","128079"
"CA-SZ-24","FELTON 4.5 N",-122.0468,37.1051,255,"COCORAHS","128105"
"CO-BA-23","SPRINGFIELD",-102.6226,37.4114,1334,"COCORAHS","128117"
"NJ-MS-40","CHATHAM 0.6",-74.3908,40.7481,59,"COCORAHS","128215"
"IN-HM-34","CARMEL 1.4 N",-86.1015,39.9880,256,"COCORAHS","128234"
"CA-YL-9","DAVIS 2.7 W",-121.7855,38.5523,17,"COCORAHS","128276"
"CO-JF-343","WHEAT RIDGE",-105.1142,39.7667,1657,"COCORAHS","128307"
"MS-RN-28","BRANDON 9.0",-89.9672,32.4028,101,"COCORAHS","128369"
"MS-MD-8","MADISON 5.7",-90.1952,32.4908,98,"COCORAHS","128408"
"IL-SG-34","SPRINGFIELD",-89.7229,39.7735,186,"COCORAHS","128421"
"CA-FR-8","HELM 2.7 NNE",-120.0892,36.5702,56,"COCORAHS","128487"
"TX-CLD-18","DALE 7.3 SE",-97.4714,29.8577,169,"COCORAHS","128531"
"NY-ER-77","COLDEN 2.4 E",-78.6106,42.6509,503,"COCORAHS","128545"
"MN-BW-1","SPRINGFIELD",-94.9922,44.2612,322,"COCORAHS","128643"
"LA-ST-8","LACOMBE 1.4",-89.9313,30.3282,5,"COCORAHS","128740"
"OH-PT-12","MOGADORE 4.7",-81.3290,41.0085,358,"COCORAHS","128743"
"VA-LYC-4","LYNCHBURG 2.",-79.2314,37.3831,217,"COCORAHS","128833"
"VA-CM-3","GLADYS 0.6 S",-79.0741,37.1543,233,"COCORAHS","128838"
"AL-BL-13","ONEONTA 7.5",-86.3464,33.9153,419,"COCORAHS","128845"
"IL-CK-163","ARLINGTON HE",-87.9971,42.0819,216,"COCORAHS","128902"
"WA-SG-24","MOUNT VERNON",-122.3249,48.4130,55,"COCORAHS","128946"
"TX-CML-64","NEW BRAUNFEL",-98.0683,29.7943,246,"COCORAHS","128948"
"MS-HC-13","KILN 6.6 N",-89.4308,30.5200,36,"COCORAHS","128953"
"NJ-HN-22","KINGWOOD TWP",-75.0120,40.4549,157,"COCORAHS","128956"
"UT-WG-9","HURRICANE 2.",-113.2960,37.1576,998,"COCORAHS","128959"
"FL-SW-8","LIVE OAK 10.",-83.1533,30.3067,24,"COCORAHS","128980"
"AZ-PM-143","TUCSON 11.7",-110.7233,32.2543,828,"COCORAHS","128997"
"NY-LV-5","DANSVILLE 1.",-77.6790,42.5680,459,"COCORAHS","129036"
"PA-BK-26","DOYLESTOWN 3",-75.1982,40.3070,113,"COCORAHS","129145"
"CO-EP-192","COLORADO SPR",-104.7479,39.0267,2220,"COCORAHS","129147"
"AZ-PM-147","TUCSON 1.3 N",-110.9363,32.2318,751,"COCORAHS","129173"
"ME-PN-10","LINCOLN 4.3",-68.4359,45.4067,106,"COCORAHS","129182"
"MI-MK-1","LAKE CITY 5.",-85.2553,44.2659,374,"COCORAHS","129185"
"CO-WE-311","LONGMONT 4.6",-105.0426,40.2124,1554,"COCORAHS","129234"
"SC-LX-49","CHAPIN 1.3 S",-81.3427,34.1464,124,"COCORAHS","129297"
"CA-SA-29","FOLSOM 0.6 N",-121.1375,38.6823,122,"COCORAHS","129343"
"IN-HR-17","NEW SALISBUR",-86.1170,38.3182,221,"COCORAHS","129348"
"ME-CM-54","WINDHAM 3.9",-70.4620,43.8579,118,"COCORAHS","129350"
"MT-FG-3","BUFFALO 1.7",-109.7935,46.8201,1302,"COCORAHS","129378"
"NM-CT-5","DATIL 17.8 S",-107.8773,33.8879,2160,"COCORAHS","129379"
"IN-KS-32","LEESBURG 6.7",-85.7229,41.3101,263,"COCORAHS","129381"
"MS-UN-1","NEW ALBANY 5",-88.9813,34.4216,147,"COCORAHS","129396"
"IL-MCH-49","CARY 0.3 NE",-88.2444,42.2122,247,"COCORAHS","129401"
"IN-EL-39","GOSHEN 3.0 W",-85.8834,41.5578,270,"COCORAHS","129427"
"TX-VC-20","VICTORIA 9.7",-96.8310,28.7790,18,"COCORAHS","129437"
"TX-GS-25","WILLOW CITY",-98.7730,30.4103,581,"COCORAHS","129445"
"TN-DV-81","ANTIOCH 4.3E",-86.5969,36.0818,168,"COCORAHS","129453"
"TX-HYS-42","SAN MARCOS 3",-97.9783,29.8688,211,"COCORAHS","129531"
"OR-WL-6","LOSTINE 2.4",-117.3826,45.4737,1048,"COCORAHS","129560"
"FL-MA-10","BRADENTON 10",-82.4152,27.4309,18,"COCORAHS","129617"
"OH-WL-5","ALVORDTON 0.",-84.4244,41.6654,253,"COCORAHS","129667"
"WA-PR-45","TACOMA 1.1 N",-122.4772,47.2618,103,"COCORAHS","129707"
"MO-SL-24","FLORISSANT 2",-90.3779,38.7983,172,"COCORAHS","129746"
"NV-CK-39","LAS VEGAS 3.",-115.2297,36.1501,706,"COCORAHS","129763"
"NV-CK-18","PARADISE 3.9",-115.1969,36.0580,709,"COCORAHS","129796"
"NJ-MD-28","NEW BRUNSWIC",-74.4409,40.4896,12,"COCORAHS","129875"
"NM-QY-9","TUCUMCARI 9.",-103.5607,35.1366,121,"COCORAHS","129899"
"FL-MT-16","CANAL POINT",-80.5739,26.9930,7,"COCORAHS","129924"
"FL-PN-34","ST. PETERSBU",-82.6546,27.8033,15,"COCORAHS","129963"
"TX-VC-21","VICTORIA 14.",-97.1189,28.6598,32,"COCORAHS","129987"
"WI-PC-5","RIVER FALLS",-92.6350,44.8403,275,"COCORAHS","130054"
"AZ-PM-156","TUCSON 14.7",-110.6720,32.2546,862,"COCORAHS","130065"
"TX-CMR-51","BROWNSVILLE",-97.4813,25.9232,8,"COCORAHS","130151"
"TX-KR-43","KERRVILLE 5.",-99.0641,30.0867,629,"COCORAHS","130152"
"CO-WA-64","AKRON 0.8 ES",-103.1972,40.1586,1420,"COCORAHS","130163"
"FL-PN-35","GULFPORT 0.9",-82.7164,27.7588,6,"COCORAHS","130201"
"WI-MT-3","SCHOFIELD 2.",-89.5959,44.8873,401,"COCORAHS","130274"
"VA-FX-51","VIENNA 1.3 W",-77.2836,38.9030,113,"COCORAHS","130336"
"SC-MB-2","BENNETTSVILL",-79.6720,34.6185,55,"COCORAHS","130341"
"NC-BC-38","ASHEVILLE 7.",-82.6059,35.5038,665,"COCORAHS","130418"
"AZ-MR-313","PHOENIX 10.2",-112.0888,33.2938,365,"COCORAHS","130440"
"CO-PU-74","PUEBLO WEST",-104.7210,38.3248,1536,"COCORAHS","130444"
"IN-TP-28","LAFAYETTE 2.",-86.8442,40.4363,205,"COCORAHS","130473"
"TX-DK-2","DICKENS 1.5",-100.8612,33.6194,745,"COCORAHS","130542"
"NM-SN-39","RIO RANCHO 3",-106.6061,35.2901,1574,"COCORAHS","130565"
"TX-LB-2","OLTON 0.2 W",-102.1398,34.1800,1100,"COCORAHS","130624"
"MT-SW-10","COLUMBUS 8.2",-109.0899,45.6001,1095,"COCORAHS","130659"
"NC-BC-41","ARDEN 1.6 EN",-82.4924,35.4791,695,"COCORAHS","130660"
"NM-SF-31","SANTA FE 10.",-105.8989,35.5364,2116,"COCORAHS","130731"
"NM-CH-11","ROSWELL 17.4",-104.5022,33.6215,1095,"COCORAHS","130821"
"OH-TR-4","NEWTON FALLS",-80.9721,41.1977,275,"COCORAHS","130913"
"SC-AN-22","STARR 2.0 SS",-82.6839,34.3505,225,"COCORAHS","130941"
"CA-HM-29","FORTUNA 0.1",-124.1409,40.5867,20,"COCORAHS","130955"
"WA-SJ-33","WALDRON 1.1",-123.0296,48.7032,27,"COCORAHS","130991"
"IN-WB-13","WABASH 1.5 S",-85.8418,40.7818,232,"COCORAHS","131046"
"CO-OR-13","RIDGWAY 3.3",-107.7700,38.2013,2323,"COCORAHS","131059"
"SD-GY-18","BURKE 10.5 S",-99.2259,43.0387,643,"COCORAHS","131075"
"NJ-BT-25","WOODLAND TWP",-74.5383,39.8210,30,"COCORAHS","131087"
"VA-BT-2","FINCASTLE 1.",-79.8832,37.5258,341,"COCORAHS","131111"
"NY-TG-8","APALACHIN 2.",-76.1199,42.0529,315,"COCORAHS","131195"
"MA-WR-8","FITCHBURG 1.",-71.8217,42.5667,218,"COCORAHS","131306"
"MN-BW-2","NEW ULM 0.8",-94.4771,44.3217,270,"COCORAHS","131307"
"NH-RC-33","HAMPSTEAD 1.",-71.1685,42.8961,75,"COCORAHS","131311"
"NV-WH-100","RENO 22.2 NN",-119.6445,39.8294,1307,"COCORAHS","131382"
"GA-BW-7","WINDER 1.1 S",-83.7103,33.9787,301,"COCORAHS","131383"
"CA-SA-30","LA RIVIERA 1",-121.3400,38.5753,20,"COCORAHS","131395"
"CA-HM-30","GARBERVILLE",-123.8239,40.0775,126,"COCORAHS","131429"
"MS-HR-22","SAUCIER 1.7",-89.1297,30.6592,59,"COCORAHS","131453"
"IL-LK-18","GRAYSLAKE 0.",-88.0507,42.3464,245,"COCORAHS","131475"
"CA-SR-27","PINON HILLS",-117.6443,34.4849,1065,"COCORAHS","131520"
"CA-HM-31","GARBERVILLE",-123.8300,40.0677,119,"COCORAHS","131522"
"WA-KL-5","GOLDENDALE 4",-120.8365,45.8819,646,"COCORAHS","131527"
"MI-OK-46","ORCHARD LAKE",-83.3942,42.5773,286,"COCORAHS","131531"
"CA-SD-52","POWAY 4.7NNW",-117.0466,33.0261,225,"COCORAHS","131577"
"AZ-YV-30","SEDONA 9.0 W",-111.9000,34.7973,1123,"COCORAHS","131735"
"FL-DV-50","JACKSONVILLE",-81.5210,30.3848,3,"COCORAHS","131738"
"VA-AC-8","GREENBACKVIL",-75.3978,38.0131,1,"COCORAHS","131818"
"MN-GH-3","LAKE CITY 1.",-92.2907,44.4560,213,"COCORAHS","131942"
"TN-DV-112","NASHVILLE 7.",-86.8987,36.1108,184,"COCORAHS","131948"
"TN-DV-111","MADISON 1.2",-86.7307,36.2549,169,"COCORAHS","132081"
"CA-SJ-5","LODI 1.0 NNW",-121.3044,38.1360,13,"COCORAHS","132096"
"NC-BC-43","ASHEVILLE 8.",-82.5953,35.6846,638,"COCORAHS","132145"
"IL-MD-20","EDWARDSVILLE",-89.9700,38.8089,164,"COCORAHS","132156"
"MO-BS-5","URICH 6.6 SW",-94.0973,38.4032,253,"COCORAHS","132176"
"NH-SL-8","SUNAPEE 2.3",-72.0910,43.4201,418,"COCORAHS","132223"
"FL-PN-6","SOUTH PASADE",-82.7315,27.7635,4,"COCORAHS","132238"
"NY-CR-1","FREETOWN 1.0",-76.0211,42.5330,477,"COCORAHS","132246"
"VA-IW-4","SMITHFIELD 1",-76.6318,36.9676,11,"COCORAHS","132262"
"MN-RS-1","ROSEAU 0.1 S",-95.7635,48.8436,320,"COCORAHS","132370"
"AL-BW-58","SPANISH FORT",-87.8683,30.6849,47,"COCORAHS","132374"
"CO-DG-162","FRANKTOWN 2.",-104.7127,39.3873,1983,"COCORAHS","132382"
"FL-LN-47","TALLAHASSEE",-84.1949,30.4425,32,"COCORAHS","132398"
"CA-TL-11","THREE RIVERS",-118.8858,36.4584,308,"COCORAHS","132407"
"CA-SN-89","HEALDSBURG 1",-122.9628,38.7839,313,"COCORAHS","132413"
"CA-AL-12","PLEASANTON 0",-121.8814,37.6702,105,"COCORAHS","132420"
"NV-CK-41","MOAPA 7.2 WN",-114.7170,36.7160,537,"COCORAHS","132422"
"CA-SR-29","RIALTO 2.1 N",-117.3810,34.1442,452,"COCORAHS","132424"
"GA-CL-7","VILLA RICA 1",-84.9121,33.7189,351,"COCORAHS","132501"
"MS-GG-2","LUCEDALE 13.",-88.4290,30.7940,46,"COCORAHS","132565"
"IN-MR-80","INDIANAPOLIS",-86.3116,39.9077,272,"COCORAHS","132574"
"IN-MR-83","INDIANAPOLIS",-86.2806,39.8939,264,"COCORAHS","132578"
"VA-AB-6","AFTON 5.4 ES",-78.7447,38.0131,209,"COCORAHS","132610"
"KS-ME-8","MEADE 6.6 SS",-100.3810,37.1956,708,"COCORAHS","132615"
"SD-MD-9","FAITH 36.3 W",-102.7628,44.9250,800,"COCORAHS","132649"
"CO-MR-92","FORT MORGAN",-103.7917,40.1897,1326,"COCORAHS","132671"
"MA-BA-10","EAST SANDWIC",-70.4179,41.7220,25,"COCORAHS","132721"
"FL-OK-28","DESTIN 1.5 W",-86.4954,30.4024,11,"COCORAHS","132735"
"MA-BA-17","EAST FALMOUT",-70.5803,41.5828,13,"COCORAHS","132753"
"AL-SC-8","RAGLAND 4.0",-86.1842,33.7068,147,"COCORAHS","132794"
"CA-SD-55","SAN DIEGO 5.",-117.2447,32.7348,77,"COCORAHS","132829"
"PA-WS-5","MCMURRAY 0.2",-80.0857,40.2831,318,"COCORAHS","132839"
"KS-MP-20","MARQUETTE 3.",-97.8888,38.5446,432,"COCORAHS","132862"
"CA-SC-40","LOS GATOS 5.",-121.9875,37.1560,507,"COCORAHS","132974"
"TX-HYS-55","MOUNTAIN CIT",-98.0034,30.0589,287,"COCORAHS","133040"
"OH-WD-12","BOWLING GREE",-83.6716,41.4082,206,"COCORAHS","133055"
"FL-AL-31","GAINESVILLE",-82.4162,29.7380,55,"COCORAHS","133180"
"MI-GR-3","ALMA 0.3 NW",-84.6586,43.3818,225,"COCORAHS","133186"
"MN-CG-7","STACY 1.4 NW",-93.0181,45.3950,278,"COCORAHS","133221"
"MN-HN-31","MAPLE GROVE",-93.4579,45.1226,276,"COCORAHS","133236"
"HLNO2","POLECAT CREE",-96.0700,36.0247,-9999,"HYD","133272"
"CWYO2","ILLINOIS RIV",-94.7831,36.1042,-9999,"HYD","133273"
"OEMO2","N. CANADIAN",-96.4078,35.4294,-9999,"HYD","134330"
"KEGK1","COWSKIN CREE",-97.4577,37.6655,-9999,"HYD","134445"
"NM-LA-7","LOS ALAMOS 6",-106.2183,35.8230,1986,"COCORAHS","134477"
"ROCA4","ROCK CREEK A",-92.3588,34.7241,-9999,"HYD","134517"
"DCMT2","CRAMER CREEK",-102.8931,35.7511,-9999,"HYD","134523"
"ABKL1","ALLIGATOR BA",-91.0200,30.3208,0,"HYD","134528"
